,name,12_months,6_months,3_months,1_month,date
4260,LibreELEC,83,86,106,81,2021-04-26 10:30:27.514351
4261,NuTyX,102,100,72,41,2021-04-26 10:30:27.514351
4262,Redcore,100,111,78,58,2021-04-26 10:30:27.514351
4263,Diamond,24,49,100,33,2021-04-26 10:30:27.514351
4264,Porteus,99,83,78,74,2021-04-26 10:30:27.514351
4265,Debian Edu,79,75,84,104,2021-04-26 10:30:27.514351
4266,Zenwalk,99,88,57,55,2021-04-26 10:30:27.514351
4267,EasyNAS,52,52,60,95,2021-04-26 10:30:27.514351
4268,Parted Magic,96,99,89,47,2021-04-26 10:30:27.514351
4269,OPNsense,61,65,93,41,2021-04-26 10:30:27.514351
4270,Slackel,92,82,48,45,2021-04-26 10:30:27.514351
4271,Guix System,72,95,54,52,2021-04-26 10:30:27.514351
4272,XigmaNAS,50,65,92,44,2021-04-26 10:30:27.514351
4273,IPFire,88,84,75,66,2021-04-26 10:30:27.514351
4274,LFS,77,72,91,50,2021-04-26 10:30:27.514351
4275,Bicom,47,37,47,86,2021-04-26 10:30:27.514351
4276,BackBox,87,63,62,57,2021-04-26 10:30:27.514351
4277,Kwort,60,94,38,31,2021-04-26 10:30:27.514351
4278,Calculate,87,66,64,60,2021-04-26 10:30:27.514351
4279,EuroLinux,64,92,41,40,2021-04-26 10:30:27.514351
4280,Zentyal,58,60,86,35,2021-04-26 10:30:27.514351
4281,OpenIndiana,83,83,47,46,2021-04-26 10:30:27.514351
4282,SliTaz,77,77,73,69,2021-04-26 10:30:27.514351
4283,Rescuezilla,83,73,42,38,2021-04-26 10:30:27.514351
4284,Slax,73,69,69,68,2021-04-26 10:30:27.514351
4285,Anarchy,76,72,70,67,2021-04-26 10:30:27.514351
4286,Clonezilla,81,81,81,50,2021-04-26 10:30:27.514351
4287,pfSense,59,63,83,45,2021-04-26 10:30:27.514351
4288,Parabola,65,64,65,66,2021-04-26 10:30:27.514351
4289,Whonix,80,63,63,61,2021-04-26 10:30:27.514351
4290,Salient,14,28,57,65,2021-04-26 10:30:27.514351
4291,Neptune,78,50,50,46,2021-04-26 10:30:27.514351
4292,PrimTux,54,80,62,29,2021-04-26 10:30:27.514351
4293,SUSE,75,67,67,63,2021-04-26 10:30:27.514351
4294,Funtoo,60,67,63,62,2021-04-26 10:30:27.514351
4295,Pardus,66,76,76,45,2021-04-26 10:30:27.514351
4296,KolibriOS,61,63,64,61,2021-04-26 10:30:27.514351
4297,GoboLinux,76,40,40,38,2021-04-26 10:30:27.514351
4298,RISC,59,76,40,39,2021-04-26 10:30:27.514351
4299,Trident,75,44,44,42,2021-04-26 10:30:27.514351
4300,BEE free,73,62,38,37,2021-04-26 10:30:27.514351
4301,Porteus Kiosk,49,50,70,50,2021-04-26 10:30:27.514351
4302,SME Server,40,48,67,50,2021-04-26 10:30:27.514351
4303,SolydXK,71,48,46,44,2021-04-26 10:30:27.514351
4304,NetBSD,63,58,55,51,2021-04-26 10:30:27.514351
4305,Runtu,70,42,43,41,2021-04-26 10:30:27.514351
4306,Scientific,39,49,52,51,2021-04-26 10:30:27.514351
4307,Arya,69,42,42,41,2021-04-26 10:30:27.514351
4308,CAELinux,66,41,38,37,2021-04-26 10:30:27.514351
4309,Lakka,66,51,50,46,2021-04-26 10:30:27.514351
4310,batocera,51,65,45,43,2021-04-26 10:30:27.514351
4311,TrueNAS,53,57,53,50,2021-04-26 10:30:27.514351
4312,Ufficio Zero,65,38,38,38,2021-04-26 10:30:27.514351
4313,Hyperbola,49,48,49,49,2021-04-26 10:30:27.514351
4314,FuguIta,51,63,42,38,2021-04-26 10:30:27.514351
4315,3CX,49,50,50,48,2021-04-26 10:30:27.514351
4316,Swift,64,54,33,31,2021-04-26 10:30:27.514351
4317,Linspire,49,63,40,39,2021-04-26 10:30:27.514351
4318,LinuxConsole,49,49,50,47,2021-04-26 10:30:27.514351
4319,Solaris,49,51,50,47,2021-04-26 10:30:27.514351
4320,SuperGamer,60,39,37,36,2021-04-26 10:30:27.514351
4321,Pinguy,46,47,47,46,2021-04-26 10:30:27.514351
4322,NethServer,46,58,30,31,2021-04-26 10:30:27.514351
4323,OpenMediaVault,54,50,48,45,2021-04-26 10:30:27.514351
4324,openmamba,42,56,33,32,2021-04-26 10:30:27.514351
4325,APODIO,55,44,44,40,2021-04-26 10:30:27.514351
4326,OSMC,53,55,30,30,2021-04-26 10:30:27.514351
4327,Bedrock,43,45,45,43,2021-04-26 10:30:27.514351
4328,Karoshi,51,53,28,28,2021-04-26 10:30:27.514351
4329,Wifislax,45,45,44,43,2021-04-26 10:30:27.514351
4330,Endian,40,52,32,31,2021-04-26 10:30:27.514351
4331,ArchStrike,45,45,45,42,2021-04-26 10:30:27.514351
4332,CAINE,42,42,42,42,2021-04-26 10:30:27.514351
4333,ClonOS,40,42,43,42,2021-04-26 10:30:27.514351
4334,KANOTIX,43,42,42,42,2021-04-26 10:30:27.514351
4335,Exe,50,42,41,40,2021-04-26 10:30:27.514351
4336,Pearl,40,40,41,41,2021-04-26 10:30:27.514351
4337,Grml,49,30,31,30,2021-04-26 10:30:27.514351
4338,BigLinux,41,41,41,39,2021-04-26 10:30:27.514351
4339,RebeccaBlackOS,49,34,34,33,2021-04-26 10:30:27.514351
4340,Exherbo,39,39,39,39,2021-04-26 10:30:27.514351
4341,tuxtrans,36,47,25,26,2021-04-26 10:30:27.514351
4342,Springdale,38,46,37,34,2021-04-26 10:30:27.514351
4343,blackPanther,42,42,42,39,2021-04-26 10:30:27.514351
4344,BSDRP,46,34,33,31,2021-04-26 10:30:27.514351
4345,Dragora,37,38,39,38,2021-04-26 10:30:27.514351
4346,Greenie,46,29,29,26,2021-04-26 10:30:27.514351
4347,RancherOS,40,45,38,36,2021-04-26 10:30:27.514351
4348,Fatdog64,39,40,40,38,2021-04-26 10:30:27.514351
4349,HardenedBSD,39,42,41,38,2021-04-26 10:30:27.514351
4350,TurnKey,46,28,28,28,2021-04-26 10:30:27.514351
4351,GeeXboX,25,44,38,35,2021-04-26 10:30:27.514351
4352,VyOS,37,37,38,38,2021-04-26 10:30:27.514351
4353,LuninuX,43,34,34,34,2021-04-26 10:30:27.514351
4354,DietPi,42,38,38,37,2021-04-26 10:30:27.514351
4355,OviOS,42,29,28,29,2021-04-26 10:30:27.514351
4356,Vine,36,37,38,37,2021-04-26 10:30:27.514351
4357,BOSS,35,35,36,36,2021-04-26 10:30:27.514351
4358,Pentoo,37,37,37,36,2021-04-26 10:30:27.514351
4359,Daphile,36,37,37,35,2021-04-26 10:30:27.514351
4360,Omarine,40,27,28,27,2021-04-26 10:30:27.514351
4361,Photon,33,34,35,35,2021-04-26 10:30:27.514351
4362,Plamo,40,31,31,30,2021-04-26 10:30:27.514351
4363,Rescatux,35,34,35,35,2021-04-26 10:30:27.514351
4364,SuperX,37,36,36,35,2021-04-26 10:30:27.514351
4365,Untangle,40,31,30,30,2021-04-26 10:30:27.514351
4366,Berry,36,36,35,34,2021-04-26 10:30:27.514351
4367,MLL,35,35,35,34,2021-04-26 10:30:27.514351
4368,NST,39,30,28,29,2021-04-26 10:30:27.514351
4369,Asianux,32,33,33,33,2021-04-26 10:30:27.514351
4370,Source Mage,32,33,33,33,2021-04-26 10:30:27.514351
4371,UBOS,33,34,33,33,2021-04-26 10:30:27.514351
4372,Rocks Cluster,30,32,31,32,2021-04-26 10:30:27.514351
4373,Plop,33,33,33,31,2021-04-26 10:30:27.514351
4374,Sophos,32,33,32,32,2021-04-26 10:30:27.514351
4375,Thinstation,31,32,32,32,2021-04-26 10:30:27.514351
4376,Smoothwall,36,28,27,26,2021-04-26 10:30:27.514351
4377,PakOS,16,33,31,30,2021-04-26 10:30:27.514351
4378,BlueOnyx,31,31,31,29,2021-04-26 10:30:27.514351
4379,Zevenet,35,27,28,28,2021-04-26 10:30:27.514351
4380,Elastix,30,31,31,30,2021-04-26 10:30:27.514351
4381,Baltix,15,28,30,30,2021-04-26 10:30:27.514351
4382,REMnux,34,27,27,27,2021-04-26 10:30:27.514351
4383,LliureX,31,32,31,30,2021-04-26 10:30:27.514351
4384,ForLEx,30,31,31,30,2021-04-26 10:30:27.514351
4385,Baruwa,27,28,28,30,2021-04-26 10:30:27.514351
4386,Freespire,31,31,31,30,2021-04-26 10:30:27.514351
4387,Uruk,33,29,29,30,2021-04-26 10:30:27.514351
4388,Recalbox,31,31,30,29,2021-04-26 10:30:27.514351
4389,FreedomBox,30,30,30,28,2021-04-26 10:30:27.514351
4390,Refracta,30,31,30,30,2021-04-26 10:30:27.514351
4391,RSS,26,27,27,30,2021-04-26 10:30:27.514351
4392,Super Grub2,30,30,30,28,2021-04-26 10:30:27.514351
4393,Canaima,22,29,28,28,2021-04-26 10:30:27.514351
4394,HamoniKR,23,28,29,28,2021-04-26 10:30:27.514351
4395,Hanthana,28,29,28,27,2021-04-26 10:30:27.514351
4396,LinHES,28,29,29,28,2021-04-26 10:30:27.514351
4397,PLD,27,28,29,28,2021-04-26 10:30:27.514351
4398,paldo,27,28,28,29,2021-04-26 10:30:27.514351
4399,OLPC,28,28,28,27,2021-04-26 10:30:27.514351
4400,NexentaStor,27,28,28,27,2021-04-26 10:30:27.514351
4401,SELKS,26,27,28,28,2021-04-26 10:30:27.514351
4402,ToOpPy,27,28,28,27,2021-04-26 10:30:27.514351
4403,YunoHost,27,28,28,27,2021-04-26 10:30:27.514351
4404,Webconverger,26,26,27,28,2021-04-26 10:30:27.514351
4405,FreePBX,26,27,27,27,2021-04-26 10:30:27.514351
4406,Securepoint,26,27,26,26,2021-04-26 10:30:27.514351
4407,OB2D,25,24,25,24,2021-04-26 10:30:27.514351
4408,RDS,25,26,25,26,2021-04-26 10:30:27.514351
4409,OSGeoLive,24,25,24,23,2021-04-26 10:30:27.514351
4410,Omoikane,24,24,25,24,2021-04-26 10:30:27.514351
4411,DRBL,23,24,24,23,2021-04-26 10:30:27.514351
4412,MX Linux,3572,3485,3476,3554,2021-04-19 10:30:30.056614
4413,Manjaro,2506,2481,2511,2583,2021-04-19 10:30:30.056614
4414,Mint,2234,2181,2089,2004,2021-04-19 10:30:30.056614
4415,Pop!_OS,1797,2082,1887,1705,2021-04-19 10:30:30.056614
4416,EndeavourOS,1111,1451,1743,1867,2021-04-19 10:30:30.056614
4417,Ubuntu,1487,1389,1426,1454,2021-04-19 10:30:30.056614
4418,Debian,1311,1288,1297,1252,2021-04-19 10:30:30.056614
4419,elementary,1200,1121,1109,999,2021-04-19 10:30:30.056614
4420,Fedora,1007,1007,1009,1147,2021-04-19 10:30:30.056614
4421,Garuda,437,670,838,1099,2021-04-19 10:30:30.056614
4422,Solus,876,763,783,595,2021-04-19 10:30:30.056614
4423,openSUSE,812,850,890,873,2021-04-19 10:30:30.056614
4424,KDE neon,823,765,753,679,2021-04-19 10:30:30.056614
4425,Zorin,749,633,655,779,2021-04-19 10:30:30.056614
4426,Arch,661,632,646,696,2021-04-19 10:30:30.056614
4427,deepin,708,606,580,691,2021-04-19 10:30:30.056614
4428,Ubuntu Kylin,615,548,319,242,2021-04-19 10:30:30.056614
4429,FreeBSD,450,484,572,628,2021-04-19 10:30:30.056614
4430,antiX,582,544,518,561,2021-04-19 10:30:30.056614
4431,Linuxfx,550,526,459,350,2021-04-19 10:30:30.056614
4432,Puppy,528,545,529,465,2021-04-19 10:30:30.056614
4433,Mageia,435,508,561,420,2021-04-19 10:30:30.056614
4434,Lite,459,441,461,582,2021-04-19 10:30:30.056614
4435,CentOS,535,487,409,371,2021-04-19 10:30:30.056614
4436,PCLinuxOS,494,470,535,352,2021-04-19 10:30:30.056614
4437,AlmaLinux,54,109,219,549,2021-04-19 10:30:30.056614
4438,Slackware,363,402,480,508,2021-04-19 10:30:30.056614
4439,ArcoLinux,482,457,409,411,2021-04-19 10:30:30.056614
4440,Kali,482,471,471,371,2021-04-19 10:30:30.056614
4441,JingOS,36,72,145,434,2021-04-19 10:30:30.056614
4442,Parrot,294,273,301,416,2021-04-19 10:30:30.056614
4443,Alpine,328,387,431,415,2021-04-19 10:30:30.056614
4444,Q4OS,382,411,378,341,2021-04-19 10:30:30.056614
4445,SparkyLinux,377,341,360,252,2021-04-19 10:30:30.056614
4446,Lubuntu,370,344,336,344,2021-04-19 10:30:30.056614
4447,Devuan,310,304,362,334,2021-04-19 10:30:30.056614
4448,EasyOS,353,318,245,331,2021-04-19 10:30:30.056614
4449,Void,290,311,351,324,2021-04-19 10:30:30.056614
4450,Peppermint,347,323,307,290,2021-04-19 10:30:30.056614
4451,Tails,331,327,330,294,2021-04-19 10:30:30.056614
4452,Kubuntu,321,309,313,325,2021-04-19 10:30:30.056614
4453,Kodachi,220,251,256,327,2021-04-19 10:30:30.056614
4454,Xubuntu,321,304,300,281,2021-04-19 10:30:30.056614
4455,Snal,79,158,129,315,2021-04-19 10:30:30.056614
4456,Bluestar,263,282,254,164,2021-04-19 10:30:30.056614
4457,Artix,237,247,273,251,2021-04-19 10:30:30.056614
4458,Endless,279,239,219,147,2021-04-19 10:30:30.056614
4459,Qubes,182,228,260,154,2021-04-19 10:30:30.056614
4460,Ubuntu MATE,267,253,235,232,2021-04-19 10:30:30.056614
4461,Gecko,232,263,254,162,2021-04-19 10:30:30.056614
4462,GhostBSD,250,254,256,182,2021-04-19 10:30:30.056614
4463,4MLinux,220,211,211,270,2021-04-19 10:30:30.056614
4464,PureOS,240,245,255,249,2021-04-19 10:30:30.056614
4465,Android-x86,249,230,242,199,2021-04-19 10:30:30.056614
4466,Gentoo,246,242,240,229,2021-04-19 10:30:30.056614
4467,Absolute,205,206,206,250,2021-04-19 10:30:30.056614
4468,KaOS,243,218,206,204,2021-04-19 10:30:30.056614
4469,Red Hat,203,197,210,246,2021-04-19 10:30:30.056614
4470,Netrunner,163,189,241,127,2021-04-19 10:30:30.056614
4471,ReactOS,236,208,197,182,2021-04-19 10:30:30.056614
4472,NixOS,228,236,185,170,2021-04-19 10:30:30.056614
4473,RasPiOS,182,208,189,236,2021-04-19 10:30:30.056614
4474,NomadBSD,171,174,237,110,2021-04-19 10:30:30.056614
4475,Feren,201,224,180,182,2021-04-19 10:30:30.056614
4476,KNOPPIX,197,208,233,181,2021-04-19 10:30:30.056614
4477,Tiny Core,176,189,225,149,2021-04-19 10:30:30.056614
4478,Archman,217,203,151,110,2021-04-19 10:30:30.056614
4479,Ultimate,205,218,209,178,2021-04-19 10:30:30.056614
4480,Mabox,56,112,221,61,2021-04-19 10:30:30.056614
4481,Proxmox,71,93,93,198,2021-04-19 10:30:30.056614
4482,Voyager,214,217,199,137,2021-04-19 10:30:30.056614
4483,Nitrux,191,181,181,187,2021-04-19 10:30:30.056614
4484,Septor,173,209,190,180,2021-04-19 10:30:30.056614
4485,Bodhi,199,183,178,160,2021-04-19 10:30:30.056614
4486,RebornOS,144,205,200,174,2021-04-19 10:30:30.056614
4487,MakuluLinux,154,155,202,121,2021-04-19 10:30:30.056614
4488,BunsenLabs,185,152,142,128,2021-04-19 10:30:30.056614
4489,Emmabuntüs,185,201,171,118,2021-04-19 10:30:30.056614
4490,Star,76,63,83,167,2021-04-19 10:30:30.056614
4491,Ubuntu Studio,172,167,171,166,2021-04-19 10:30:30.056614
4492,ArchBang,162,190,124,116,2021-04-19 10:30:30.056614
4493,OpenMandriva,170,183,191,114,2021-04-19 10:30:30.056614
4494,Haiku,181,150,145,133,2021-04-19 10:30:30.056614
4495,ClearOS,180,170,160,147,2021-04-19 10:30:30.056614
4496,Ubuntu Budgie,180,154,153,145,2021-04-19 10:30:30.056614
4497,AV Linux,160,187,137,131,2021-04-19 10:30:30.056614
4498,LXLE,174,169,168,160,2021-04-19 10:30:30.056614
4499,Porteus Kiosk,49,52,70,149,2021-04-19 10:30:30.056614
4500,Trisquel,160,181,132,127,2021-04-19 10:30:30.056614
4501,Pisi,45,55,72,145,2021-04-19 10:30:30.056614
4502,OpenBSD,169,162,145,135,2021-04-19 10:30:30.056614
4503,ALT,165,147,144,137,2021-04-19 10:30:30.056614
4504,siduction,54,86,158,68,2021-04-19 10:30:30.056614
4505,Regata,12,23,48,143,2021-04-19 10:30:30.056614
4506,SystemRescue,119,142,155,135,2021-04-19 10:30:30.056614
4507,DragonFly,147,134,139,140,2021-04-19 10:30:30.056614
4508,BlackArch,156,156,131,125,2021-04-19 10:30:30.056614
4509,Elive,158,139,110,91,2021-04-19 10:30:30.056614
4510,Ubuntu DP,149,148,145,120,2021-04-19 10:30:30.056614
4511,Oracle,137,150,130,119,2021-04-19 10:30:30.056614
4512,ROSA,139,141,134,130,2021-04-19 10:30:30.056614
4513,Sabayon,141,138,133,129,2021-04-19 10:30:30.056614
4514,Clear,142,136,134,126,2021-04-19 10:30:30.056614
4515,SteamOS,140,139,135,128,2021-04-19 10:30:30.056614
4516,Robolinux,142,93,80,52,2021-04-19 10:30:30.056614
4517,SmartOS,132,134,136,126,2021-04-19 10:30:30.056614
4518,ExTiX,127,139,95,83,2021-04-19 10:30:30.056614
4519,Redo,132,117,89,86,2021-04-19 10:30:30.056614
4520,Redcore,100,110,132,59,2021-04-19 10:30:30.056614
4521,Univention,75,80,61,124,2021-04-19 10:30:30.056614
4522,AcademiX,56,54,68,122,2021-04-19 10:30:30.056614
4523,Volumio,132,127,101,109,2021-04-19 10:30:30.056614
4524,Enso,127,116,108,94,2021-04-19 10:30:30.056614
4525,UBports,120,134,108,120,2021-04-19 10:30:30.056614
4526,Simplicity,126,55,37,36,2021-04-19 10:30:30.056614
4527,CRUX,84,123,65,64,2021-04-19 10:30:30.056614
4528,ArchLabs,120,107,66,56,2021-04-19 10:30:30.056614
4529,MidnightBSD,96,120,92,50,2021-04-19 10:30:30.056614
4530,CloudReady,100,106,119,102,2021-04-19 10:30:30.056614
4531,GParted,99,119,107,52,2021-04-19 10:30:30.056614
4532,Finnix,97,78,117,37,2021-04-19 10:30:30.056614
4533,Live Raizo,84,95,115,117,2021-04-19 10:30:30.056614
4534,Obarun,105,75,48,48,2021-04-19 10:30:30.056614
4535,NuTyX,102,106,80,41,2021-04-19 10:30:30.056614
4536,SME Server,40,48,67,114,2021-04-19 10:30:30.056614
4537,Venom,27,54,108,97,2021-04-19 10:30:30.056614
4538,Zenwalk,100,88,58,55,2021-04-19 10:30:30.056614
4539,Debian Edu,79,76,84,103,2021-04-19 10:30:30.056614
4540,Porteus,99,83,78,77,2021-04-19 10:30:30.056614
4541,Diamond,24,48,97,33,2021-04-19 10:30:30.056614
4542,Parted Magic,96,102,97,46,2021-04-19 10:30:30.056614
4543,Guix System,75,95,54,54,2021-04-19 10:30:30.056614
4544,LibreELEC,81,81,95,81,2021-04-19 10:30:30.056614
4545,EasyNAS,51,52,60,92,2021-04-19 10:30:30.056614
4546,IPFire,93,85,75,65,2021-04-19 10:30:30.056614
4547,Kwort,60,94,38,31,2021-04-19 10:30:30.056614
4548,OPNsense,61,65,93,41,2021-04-19 10:30:30.056614
4549,Slackel,92,82,49,46,2021-04-19 10:30:30.056614
4550,BackBox,88,63,62,59,2021-04-19 10:30:30.056614
4551,Calculate,88,67,65,61,2021-04-19 10:30:30.056614
4552,EuroLinux,64,92,41,41,2021-04-19 10:30:30.056614
4553,LFS,77,72,91,49,2021-04-19 10:30:30.056614
4554,XigmaNAS,50,65,91,44,2021-04-19 10:30:30.056614
4555,Salient,13,26,52,70,2021-04-19 10:30:30.056614
4556,OpenIndiana,83,83,47,48,2021-04-19 10:30:30.056614
4557,Zentyal,58,60,86,35,2021-04-19 10:30:30.056614
4558,SliTaz,78,77,75,70,2021-04-19 10:30:30.056614
4559,Clonezilla,82,81,82,50,2021-04-19 10:30:30.056614
4560,Anarchy,77,72,71,69,2021-04-19 10:30:30.056614
4561,Rescuezilla,82,80,42,39,2021-04-19 10:30:30.056614
4562,Slax,75,68,69,68,2021-04-19 10:30:30.056614
4563,RISC,59,83,40,39,2021-04-19 10:30:30.056614
4564,pfSense,60,63,83,45,2021-04-19 10:30:30.056614
4565,GoboLinux,80,40,40,38,2021-04-19 10:30:30.056614
4566,Whonix,80,63,64,63,2021-04-19 10:30:30.056614
4567,GeeXboX,24,43,80,36,2021-04-19 10:30:30.056614
4568,Funtoo,60,67,64,63,2021-04-19 10:30:30.056614
4569,Neptune,79,50,50,48,2021-04-19 10:30:30.056614
4570,PrimTux,54,80,62,28,2021-04-19 10:30:30.056614
4571,SUSE,75,67,67,63,2021-04-19 10:30:30.056614
4572,Pardus,66,76,76,43,2021-04-19 10:30:30.056614
4573,Parabola,65,64,65,62,2021-04-19 10:30:30.056614
4574,KolibriOS,62,63,64,61,2021-04-19 10:30:30.056614
4575,Trident,77,44,44,41,2021-04-19 10:30:30.056614
4576,T2,54,76,37,36,2021-04-19 10:30:30.056614
4577,BEE free,74,62,39,37,2021-04-19 10:30:30.056614
4578,NetBSD,63,71,56,52,2021-04-19 10:30:30.056614
4579,SolydXK,71,48,46,44,2021-04-19 10:30:30.056614
4580,Arya,70,43,42,43,2021-04-19 10:30:30.056614
4581,Scientific,48,58,53,51,2021-04-19 10:30:30.056614
4582,Runtu,70,42,42,40,2021-04-19 10:30:30.056614
4583,Lakka,68,52,50,47,2021-04-19 10:30:30.056614
4584,CAELinux,67,59,39,38,2021-04-19 10:30:30.056614
4585,OSMC,53,66,31,30,2021-04-19 10:30:30.056614
4586,TrueNAS,53,57,55,50,2021-04-19 10:30:30.056614
4587,Solaris,50,51,50,49,2021-04-19 10:30:30.056614
4588,Ufficio Zero,65,38,39,38,2021-04-19 10:30:30.056614
4589,batocera,51,65,45,43,2021-04-19 10:30:30.056614
4590,3CX,49,50,51,48,2021-04-19 10:30:30.056614
4591,LinuxConsole,50,50,50,48,2021-04-19 10:30:30.056614
4592,Swift,63,55,33,31,2021-04-19 10:30:30.056614
4593,FuguIta,51,63,42,39,2021-04-19 10:30:30.056614
4594,Linspire,49,63,40,39,2021-04-19 10:30:30.056614
4595,Hyperbola,49,48,48,47,2021-04-19 10:30:30.056614
4596,SuperGamer,60,39,37,36,2021-04-19 10:30:30.056614
4597,OpenMediaVault,54,50,48,45,2021-04-19 10:30:30.056614
4598,ArchStrike,45,46,45,44,2021-04-19 10:30:30.056614
4599,NethServer,46,58,31,31,2021-04-19 10:30:30.056614
4600,Bedrock,43,44,45,44,2021-04-19 10:30:30.056614
4601,Pinguy,46,47,47,44,2021-04-19 10:30:30.056614
4602,APODIO,55,44,44,42,2021-04-19 10:30:30.056614
4603,openmamba,42,56,33,32,2021-04-19 10:30:30.056614
4604,Wifislax,45,45,44,43,2021-04-19 10:30:30.056614
4605,CAINE,42,43,42,42,2021-04-19 10:30:30.056614
4606,Endian,40,52,32,31,2021-04-19 10:30:30.056614
4607,ClonOS,40,41,43,42,2021-04-19 10:30:30.056614
4608,Karoshi,51,52,28,27,2021-04-19 10:30:30.056614
4609,KANOTIX,43,42,42,42,2021-04-19 10:30:30.056614
4610,Pearl,41,40,41,42,2021-04-19 10:30:30.056614
4611,Exe,50,42,41,41,2021-04-19 10:30:30.056614
4612,Exherbo,40,39,38,40,2021-04-19 10:30:30.056614
4613,Grml,49,31,31,31,2021-04-19 10:30:30.056614
4614,Fatdog64,40,40,41,40,2021-04-19 10:30:30.056614
4615,blackPanther,43,42,42,40,2021-04-19 10:30:30.056614
4616,BigLinux,41,42,41,39,2021-04-19 10:30:30.056614
4617,RebeccaBlackOS,49,34,34,33,2021-04-19 10:30:30.056614
4618,Springdale,38,47,38,35,2021-04-19 10:30:30.056614
4619,BSDRP,46,34,33,31,2021-04-19 10:30:30.056614
4620,tuxtrans,36,47,25,26,2021-04-19 10:30:30.056614
4621,Greenie,46,29,29,28,2021-04-19 10:30:30.056614
4622,RancherOS,40,45,38,36,2021-04-19 10:30:30.056614
4623,VyOS,37,37,39,39,2021-04-19 10:30:30.056614
4624,HardenedBSD,39,41,41,38,2021-04-19 10:30:30.056614
4625,TurnKey,46,28,28,28,2021-04-19 10:30:30.056614
4626,Dragora,37,38,39,38,2021-04-19 10:30:30.056614
4627,Vine,37,38,38,38,2021-04-19 10:30:30.056614
4628,Bicom,43,27,28,28,2021-04-19 10:30:30.056614
4629,Daphile,36,38,37,37,2021-04-19 10:30:30.056614
4630,LuninuX,43,34,34,34,2021-04-19 10:30:30.056614
4631,SuperX,37,36,36,37,2021-04-19 10:30:30.056614
4632,DietPi,42,38,38,36,2021-04-19 10:30:30.056614
4633,BOSS,35,35,36,36,2021-04-19 10:30:30.056614
4634,OviOS,42,29,28,28,2021-04-19 10:30:30.056614
4635,Pentoo,37,37,37,36,2021-04-19 10:30:30.056614
4636,Omarine,41,28,28,28,2021-04-19 10:30:30.056614
4637,Photon,33,34,35,35,2021-04-19 10:30:30.056614
4638,Plamo,40,31,31,30,2021-04-19 10:30:30.056614
4639,Berry,36,36,35,34,2021-04-19 10:30:30.056614
4640,MLL,35,35,35,34,2021-04-19 10:30:30.056614
4641,Untangle,40,34,30,29,2021-04-19 10:30:30.056614
4642,Rescatux,35,34,35,34,2021-04-19 10:30:30.056614
4643,UBOS,33,34,33,34,2021-04-19 10:30:30.056614
4644,NST,39,30,28,29,2021-04-19 10:30:30.056614
4645,Asianux,32,33,33,33,2021-04-19 10:30:30.056614
4646,Plop,33,34,33,33,2021-04-19 10:30:30.056614
4647,Source Mage,32,33,33,33,2021-04-19 10:30:30.056614
4648,Sophos,32,33,33,32,2021-04-19 10:30:30.056614
4649,BlueOnyx,31,31,31,31,2021-04-19 10:30:30.056614
4650,Elastix,30,31,31,31,2021-04-19 10:30:30.056614
4651,Smoothwall,36,28,28,27,2021-04-19 10:30:30.056614
4652,Freespire,31,31,32,31,2021-04-19 10:30:30.056614
4653,LliureX,31,32,32,31,2021-04-19 10:30:30.056614
4654,Thinstation,31,32,32,31,2021-04-19 10:30:30.056614
4655,Zevenet,35,28,28,29,2021-04-19 10:30:30.056614
4656,REMnux,34,27,27,28,2021-04-19 10:30:30.056614
4657,PakOS,16,32,31,30,2021-04-19 10:30:30.056614
4658,Rocks Cluster,30,31,31,31,2021-04-19 10:30:30.056614
4659,ForLEx,30,31,31,30,2021-04-19 10:30:30.056614
4660,Recalbox,33,31,30,28,2021-04-19 10:30:30.056614
4661,Baltix,14,27,30,30,2021-04-19 10:30:30.056614
4662,Uruk,33,29,29,30,2021-04-19 10:30:30.056614
4663,Refracta,31,31,30,30,2021-04-19 10:30:30.056614
4664,FreedomBox,30,30,30,28,2021-04-19 10:30:30.056614
4665,Baruwa,27,27,28,29,2021-04-19 10:30:30.056614
4666,Canaima,21,29,29,29,2021-04-19 10:30:30.056614
4667,Super Grub2,30,30,30,29,2021-04-19 10:30:30.056614
4668,LinHES,28,29,29,29,2021-04-19 10:30:30.056614
4669,Hanthana,28,29,29,27,2021-04-19 10:30:30.056614
4670,HamoniKR,23,28,29,27,2021-04-19 10:30:30.056614
4671,Webconverger,26,26,27,29,2021-04-19 10:30:30.056614
